numero_funcionario,departamento,cargo,nivel_do_cargo,viagem_a_trabalho,horas_extras,num_empregos_anteriores,total_anos_experiencia,anos_na_empresa,anos_no_cargo_atual,anos_desde_ultima_promocao,anos_com_mesmo_gerente,desligado,avaliacao_de_desempenho,aumento_percentual_salario,treinamentos_ultimo_ano
1694,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,5,8,4,2,1,2,0,3,12,1
1696,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,15,15,10,4,13,0,3,14,3
1697,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,3,19,1,0,0,0,0,4,20,2
1698,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,14,14,11,2,13,0,3,18,6
1700,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,6,6,3,1,3,0,3,14,2
1701,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,9,8,7,0,3,12,3
1702,Vendas,Representante de Vendas,1,Viaja raramente,1,1,3,3,2,0,2,1,4,21,2
1703,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,1,1,9,8,7,6,7,0,3,19,2
1704,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,0,6,5,4,1,4,0,3,14,2
1706,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,10,10,9,8,8,0,3,17,3
1707,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,5,5,3,0,4,0,3,16,1
1708,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,10,10,8,8,7,0,3,12,3
1709,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,9,9,5,3,1,2,0,3,17,2
1710,Vendas,Representante de Vendas,2,Viaja raramente,0,3,17,13,7,6,7,0,3,15,2
1712,Pesquisa e Desenvolvimento,Representante de Saúde,3,Não viaja,0,3,25,23,15,14,4,0,4,23,3
1714,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,1,1,0,0,0,1,3,11,2
1716,Vendas,Executivo de Vendas,4,Viaja frequentemente,0,7,25,23,5,14,10,1,3,11,3
1718,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,3,3,2,0,2,0,3,15,3
1719,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,1,21,21,6,8,6,0,3,11,2
1720,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,6,10,5,2,1,3,0,3,13,3
1721,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,6,5,2,0,3,0,3,14,2
1722,Recursos Humanos,Recursos Humanos,2,Não viaja,0,6,10,3,2,1,2,0,3,19,4
1724,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,2,18,1,0,0,0,0,3,16,3
1725,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,6,6,2,1,2,0,3,13,2
1727,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,6,19,10,7,0,9,0,3,14,3
1728,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,2,17,7,7,0,7,0,3,16,3
1729,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,10,10,0,0,8,0,3,12,2
1731,Vendas,Executivo de Vendas,2,Não viaja,0,7,4,1,0,0,0,0,3,11,3
1732,Vendas,Executivo de Vendas,3,Viaja raramente,1,4,13,10,6,0,3,0,3,12,5
1733,Vendas,Executivo de Vendas,2,Viaja raramente,1,5,16,2,2,2,2,1,3,13,3
1734,Vendas,Executivo de Vendas,2,Viaja raramente,0,6,10,0,0,0,0,1,3,15,2
1735,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,3,3,2,1,2,0,3,13,3
1736,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,2,9,5,4,1,4,0,4,20,3
1737,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,1,1,9,9,8,5,8,0,3,15,2
1739,Vendas,Executivo de Vendas,3,Viaja raramente,0,3,10,4,3,0,2,0,3,13,2
1740,Vendas,Gerente,5,Viaja raramente,0,1,21,21,8,12,8,0,3,14,3
1744,Recursos Humanos,Recursos Humanos,3,Viaja raramente,0,4,9,5,0,0,3,0,4,21,2
1745,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,0,10,9,7,0,7,0,3,16,2
1746,Recursos Humanos,Recursos Humanos,1,Viaja frequentemente,0,0,3,2,2,2,1,0,3,14,2
1747,Recursos Humanos,Recursos Humanos,1,Viaja frequentemente,0,6,6,4,2,1,2,1,3,11,0
1749,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,5,2,0,2,0,3,19,3
1751,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,6,2,1,4,0,3,11,5
1752,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,2,2,2,1,3,13,3
1753,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,1,8,10,3,2,0,2,0,3,12,5
1754,Vendas,Executivo de Vendas,3,Viaja raramente,0,2,12,7,7,1,7,0,3,11,2
1755,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,0,6,5,0,1,2,0,3,14,3
1756,Vendas,Executivo de Vendas,2,Não viaja,0,8,13,11,7,1,7,0,3,15,2
1757,Vendas,Executivo de Vendas,2,Viaja raramente,0,3,8,5,1,0,4,0,3,12,1
1758,Vendas,Executivo de Vendas,3,Viaja raramente,1,2,11,0,0,0,0,1,4,20,2
1760,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,4,9,6,1,0,5,0,3,14,4
1761,Vendas,Executivo de Vendas,3,Viaja raramente,0,2,10,1,0,0,0,1,3,13,2
1762,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,3,13,2
1763,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,3,10,7,0,1,7,0,3,16,3
1764,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,2,12,7,7,0,7,0,3,14,3
1766,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,3,15,1,0,1,0,0,3,16,2
1767,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,9,6,1,0,0,0,1,3,16,4
1768,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,7,5,3,0,4,0,4,22,6
1770,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,8,34,1,0,0,0,0,3,12,2
1771,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Não viaja,0,5,11,9,8,1,7,0,3,15,2
1772,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,5,5,3,0,4,0,4,20,2
1774,Vendas,Executivo de Vendas,2,Não viaja,1,1,15,15,14,0,7,0,3,14,3
1775,Pesquisa e Desenvolvimento,Diretor de Produção,4,Não viaja,1,4,27,3,2,0,2,0,4,20,2
1778,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,0,10,9,7,1,8,0,3,13,5
1779,Vendas,Executivo de Vendas,2,Viaja raramente,0,5,6,2,2,2,2,0,3,12,3
1780,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,1,0,1,3,13,3
1782,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,5,5,4,0,4,0,3,11,3
1783,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,0,0,0,1,3,17,6
1784,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,13,12,7,5,7,0,3,14,3
1786,Pesquisa e Desenvolvimento,Gerente,3,Viaja raramente,0,2,15,2,2,2,2,0,3,11,2
1787,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,2,0,3,0,3,14,2
1789,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,1,7,24,2,1,2,2,0,3,17,3
1790,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,1,7,15,12,8,5,7,0,3,13,1
1792,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,6,5,3,2,3,1,3,12,2
1794,Recursos Humanos,Recursos Humanos,2,Viaja raramente,0,2,19,10,0,4,7,0,3,13,4
1797,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,10,10,7,7,7,1,3,18,2
1798,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,6,14,10,8,7,6,0,3,19,1
1799,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,5,5,3,0,3,0,3,11,6
1800,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,7,9,4,3,2,2,0,4,21,3
1801,Vendas,Executivo de Vendas,2,Não viaja,0,8,6,2,2,2,2,0,3,15,3
1802,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,7,4,3,0,2,0,3,17,5
1803,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,5,10,0,0,0,0,0,3,18,2
1804,Pesquisa e Desenvolvimento,Diretor de Produção,2,Não viaja,0,2,15,7,7,1,7,0,3,14,6
1805,Recursos Humanos,Recursos Humanos,1,Não viaja,0,5,13,11,10,3,8,0,3,13,3
1807,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,4,11,7,1,0,7,1,3,17,3
1809,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,10,10,3,0,8,1,3,15,4
1812,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,2,7,2,1,2,2,0,3,18,6
1813,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,4,7,3,2,1,2,0,3,13,2
1814,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,3,11,3,2,1,2,0,3,12,3
1815,Vendas,Executivo de Vendas,3,Viaja raramente,1,0,23,22,14,13,5,0,3,13,3
1816,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,9,9,7,7,0,2,0,3,14,3
1818,Recursos Humanos,Recursos Humanos,1,Viaja raramente,1,0,6,5,1,1,4,1,3,11,3
1821,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,4,13,9,7,3,7,1,4,22,2
1822,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,4,12,5,3,0,3,0,3,17,3
1823,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,8,4,8,0,4,21,5
1824,Vendas,Gerente,4,Não viaja,0,4,37,16,9,14,14,0,4,22,0
1826,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,0,6,5,4,0,3,0,3,16,2
1827,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,8,28,22,11,14,10,0,3,12,4
1829,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,2,15,7,4,7,7,0,3,12,3
1830,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,4,14,7,1,1,7,0,3,15,2
1833,Vendas,Executivo de Vendas,3,Viaja frequentemente,0,2,9,3,2,2,2,0,3,14,3
1834,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,3,3,2,1,2,0,4,25,3
1835,Vendas,Representante de Vendas,2,Viaja raramente,1,2,20,4,2,0,3,0,4,20,4
1836,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,3,1,2,0,3,13,4
1837,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja frequentemente,1,2,23,2,2,2,2,0,3,14,3
1839,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,0,0,0,0,0,0,3,16,4
1842,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,0,2,1,0,0,0,1,3,17,4
1844,Recursos Humanos,Recursos Humanos,1,Viaja raramente,1,4,4,2,2,2,0,1,3,15,3
1845,Vendas,Executivo de Vendas,2,Não viaja,0,4,10,8,7,5,7,0,4,22,3
1847,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,4,15,1,0,0,0,0,4,22,2
1849,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,1,7,7,7,7,7,0,4,20,5
1850,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,0,6,5,4,0,2,0,3,14,3
1852,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,11,11,8,3,10,0,3,13,3
1853,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,8,4,0,0,0,0,0,3,13,2
1854,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,3,10,6,3,3,3,0,4,22,1
1856,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,7,2,2,2,0,0,3,12,2
1857,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,3,12,9,8,4,7,0,3,14,4
1858,Recursos Humanos,Recursos Humanos,1,Não viaja,0,1,3,3,2,2,2,0,3,15,2
1859,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,8,11,7,0,1,6,0,3,17,3
1860,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,8,0,0,0,0,0,3,13,3
1862,Vendas,Executivo de Vendas,2,Viaja raramente,1,7,7,2,2,2,2,1,3,12,3
1863,Vendas,Executivo de Vendas,4,Viaja raramente,0,2,25,19,17,2,8,0,3,12,5
1864,Vendas,Representante de Vendas,2,Viaja raramente,0,1,9,9,8,5,8,0,4,21,5
1865,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,1,1,0,0,0,0,3,11,3
1866,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,7,21,16,12,6,14,0,3,13,2
1867,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,0,4,29,22,10,12,9,0,3,12,3
1868,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,1,1,0,1,0,1,4,24,3
1869,Vendas,Executivo de Vendas,3,Viaja raramente,0,5,14,8,7,0,7,1,4,21,2
1870,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,0,8,7,6,7,3,0,3,19,2
1871,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,8,7,2,2,2,2,0,3,14,2
1873,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,8,19,5,2,0,4,0,4,20,2
1875,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,0,0,0,3,19,3
1876,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,0,0,1,3,13,3
1878,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,1,1,0,0,0,1,4,23,2
1880,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,10,10,9,1,7,0,3,13,4
1881,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,10,10,8,0,2,0,3,11,2
1882,Vendas,Executivo de Vendas,3,Viaja raramente,1,2,9,5,3,1,0,0,3,13,3
1883,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,11,3,2,1,2,0,3,14,2
1885,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,5,16,5,3,0,4,0,4,22,2
1886,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,0,4,3,2,0,2,0,3,11,2
1888,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,10,9,8,3,8,0,3,13,2
1890,Recursos Humanos,Recursos Humanos,2,Viaja frequentemente,0,1,10,10,1,0,8,0,4,21,2
1892,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,2,22,19,7,11,16,0,3,11,3
1893,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,1,1,0,1,0,0,3,13,3
1898,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,9,8,7,0,7,0,3,14,5
1900,Pesquisa e Desenvolvimento,Gerente,4,Viaja frequentemente,0,3,24,22,17,4,7,0,3,11,3
1903,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,2,10,2,0,2,2,0,3,15,5
1905,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,1,1,5,5,2,3,0,1,4,23,2
1907,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,5,4,2,1,0,1,3,16,3
1908,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,12,4,2,1,3,0,3,16,1
1909,Vendas,Executivo de Vendas,2,Viaja raramente,0,5,14,5,4,1,4,0,4,21,3
1911,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,9,18,13,7,5,7,0,3,13,3
1912,Vendas,Executivo de Vendas,2,Viaja raramente,1,2,8,5,2,1,4,0,3,11,2
1915,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,9,4,2,0,1,0,3,12,3
1916,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,4,2,2,2,2,0,3,12,0
1918,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,0,8,7,7,7,7,0,3,18,3
1922,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,4,12,4,2,0,3,0,3,12,3
1924,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,4,0,9,0,3,14,2
1927,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,1,7,7,7,0,7,0,3,12,2
1928,Vendas,Representante de Vendas,1,Viaja frequentemente,0,1,1,1,0,0,0,1,3,17,3
1929,Vendas,Executivo de Vendas,2,Não viaja,0,6,10,3,2,1,2,0,3,19,1
1931,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,5,3,1,2,0,3,11,3
1932,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,1,16,15,10,6,11,0,3,15,3
1933,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,6,2,0,2,2,1,3,11,0
1934,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Não viaja,0,8,16,8,7,1,7,0,3,18,4
1935,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,6,0,0,0,0,0,3,16,3
1936,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,10,10,0,7,9,0,4,25,3
1937,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,1,20,20,11,0,7,0,3,16,3
1938,Vendas,Gerente,4,Viaja raramente,1,4,29,1,0,0,0,0,3,13,2
1939,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,3,8,4,1,0,3,1,3,14,2
1940,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,10,5,2,0,3,0,3,19,0
1941,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja frequentemente,0,3,28,5,4,4,3,0,3,15,3
1943,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,14,0,0,0,0,0,3,12,4
1944,Recursos Humanos,Recursos Humanos,1,Viaja frequentemente,0,1,1,1,0,0,0,1,3,12,2
1945,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,6,5,3,0,4,0,3,16,2
1947,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,5,5,3,1,4,0,3,14,3
1948,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,1,1,4,4,2,2,3,0,3,13,3
1949,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,5,5,4,0,2,0,4,22,3
1950,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,14,14,8,2,1,0,4,21,3
1951,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,9,8,7,1,1,0,3,18,2
1952,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,0,8,7,7,7,6,0,3,13,6
1954,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,0,6,5,3,0,2,0,3,12,5
1955,Pesquisa e Desenvolvimento,Representante de Saúde,2,Não viaja,0,5,9,5,1,1,2,0,3,18,6
1956,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,0,1,10,10,8,8,7,0,4,21,6
1960,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,5,6,4,1,0,3,1,3,12,2
1961,Vendas,Representante de Vendas,1,Viaja raramente,0,4,20,1,0,0,0,0,3,14,3
1962,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,10,10,8,0,9,0,3,11,2
1965,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,7,7,7,0,7,0,3,14,5
1966,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,8,8,1,0,0,0,0,4,24,1
1967,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,1,10,10,7,0,8,1,3,11,4
1968,Vendas,Executivo de Vendas,3,Viaja raramente,1,6,15,2,2,2,2,1,3,13,2
1969,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,3,9,4,3,2,3,0,3,11,6
1970,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,1,9,9,7,2,8,0,4,20,2
1971,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,1,10,10,9,0,9,0,3,17,1
1972,Recursos Humanos,Recursos Humanos,1,Viaja frequentemente,1,0,7,6,2,1,2,0,3,11,2
1973,Recursos Humanos,Gerente,5,Viaja raramente,1,4,35,10,9,1,4,0,3,18,0
1974,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,0,0,0,0,3,11,4
1975,Vendas,Executivo de Vendas,4,Viaja raramente,0,0,21,20,8,11,10,0,3,12,3
1976,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Não viaja,0,1,20,20,9,3,7,0,3,12,2
1979,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Não viaja,0,4,13,11,7,4,8,0,4,20,2
1980,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,6,9,5,2,1,4,0,3,19,3
1981,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,1,4,4,3,1,2,0,3,12,2
1982,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,5,5,2,1,4,0,3,13,6
1985,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,1,10,10,9,9,4,0,3,11,2
1986,Vendas,Executivo de Vendas,2,Viaja raramente,0,3,15,11,8,5,10,0,3,14,4
1987,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,4,6,2,0,1,2,0,3,14,3
1989,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,12,12,8,1,7,0,3,13,6
1992,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,6,7,2,2,0,2,0,3,19,2
1993,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,2,25,17,14,12,11,0,4,23,3
1994,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,1,1,1,0,0,0,3,12,2
1995,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,16,15,13,5,8,0,3,15,3
1996,Vendas,Representante de Vendas,1,Viaja raramente,0,0,3,2,2,1,2,0,3,19,1
1997,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,2,10,8,3,7,7,0,3,11,1
1998,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,6,9,4,3,1,2,0,3,17,3
1999,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,12,5,3,1,0,0,4,22,3
2000,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Não viaja,0,0,14,13,8,5,12,0,3,18,3
2003,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,7,5,2,2,2,2,0,3,11,3
2007,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,4,3,2,1,2,0,3,12,2
2008,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,10,10,7,0,8,0,3,19,5
2009,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,0,10,9,7,8,1,0,3,13,6
2010,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,6,6,2,4,1,0,3,13,3
2012,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,8,1,0,0,0,0,3,19,3
2013,Vendas,Representante de Vendas,1,Viaja raramente,0,0,3,2,2,2,2,0,3,14,2
2014,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,7,18,7,7,1,7,0,3,13,2
2015,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,3,20,18,16,1,11,0,3,12,3
2016,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,14,14,10,5,7,0,3,19,3
2017,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,1,1,16,16,11,6,8,0,4,25,2
2018,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,6,5,3,0,4,0,4,22,3
2019,Vendas,Representante de Vendas,1,Não viaja,0,2,16,9,8,0,0,0,3,15,3
2020,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,6,6,4,3,1,2,0,3,12,2
2021,Vendas,Representante de Vendas,1,Viaja raramente,1,1,2,2,2,1,2,0,3,11,6
2022,Pesquisa e Desenvolvimento,Gerente,5,Não viaja,0,2,21,6,0,1,3,0,3,13,3
2023,Vendas,Representante de Vendas,1,Viaja frequentemente,0,1,1,1,0,1,0,1,3,19,3
2024,Vendas,Executivo de Vendas,3,Viaja raramente,0,0,10,9,7,3,4,0,3,19,2
2025,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,7,18,4,2,0,2,0,3,13,3
2026,Pesquisa e Desenvolvimento,Representante de Saúde,2,Não viaja,0,1,13,13,12,1,9,0,4,21,2
2027,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,9,4,2,2,2,2,1,3,14,3
2031,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,5,24,22,6,4,14,0,3,11,2
2032,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,14,10,9,9,8,1,3,11,4
2034,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,0,0,21,20,7,0,10,0,4,23,3
2035,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,8,8,7,1,7,0,4,21,2
2036,Vendas,Executivo de Vendas,2,Não viaja,0,1,15,15,12,11,11,0,4,24,4
2037,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,14,5,4,0,4,0,3,11,5
